month,sector,num_new_house_transactions,price_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,area_pre_owned_house_transactions,amount_pre_owned_house_transactions,num_pre_owned_house_transactions,price_pre_owned_house_transactions,num_land_transactions,planned_building_area,transaction_amount,num_new_house_transactions_nearby_sectors,area_new_house_transactions_nearby_sectors,amount_new_house_transactions_nearby_sectors,price_new_house_transactions_nearby_sectors,num_pre_owned_house_transactions_nearby_sectors,amount_pre_owned_house_transactions_nearby_sectors,price_pre_owned_house_transactions_nearby_sectors,num_land_transactions_nearby_sectors,planned_building_area_nearby_sectors,transaction_amount_nearby_sectors,date,month_num,quarter,year,days_in_month,month_sin,month_cos,amount_new_house_transactions_lag_1,amount_new_house_transactions_lag_2,amount_new_house_transactions_lag_3,amount_new_house_transactions_lag_6,amount_new_house_transactions_lag_12,amount_new_house_transactions_rolling_mean_3,amount_new_house_transactions_rolling_std_3,amount_new_house_transactions_rolling_mean_6,amount_new_house_transactions_rolling_std_6,amount_new_house_transactions_rolling_mean_12,amount_new_house_transactions_rolling_std_12,price_change_1m,price_change_3m,price_change_6m,supply_demand_ratio,new_vs_preowned_price_ratio,local_vs_nearby_ratio,ewgm_pred
2022-11-01,sector 76,3,111542,3292.51,98,524.0,50865.0,207.62,1501.0,6444.0,19.0,42931.37908,0.0,0.0,0.0,21.66666667,2436.333333,16405.095,67335.18265,10.4,1949.0,20146.7852,0.0,0.0,0.0,2022-11-01,11,4,2022,30,-0.5000000000000004,0.8660254037844384,1666.88,2588.48,2782.08,2323.91,9491.96,2345.8133333333335,595.8884906871267,6464.486666666667,8505.323344789822,6566.295833333334,6091.780662393998,0.17914076705146087,0.1798641815989337,-0.23247044575643727,131.0,2.5980856963960264,0.20068821983537216,32345.636451547623
2022-12-01,sector 76,3,94999,2403.94,84,519.0,50411.0,204.43,1521.0,5872.0,21.0,38606.18014,0.0,0.0,0.0,49.83333333,5586.166667,37105.26,66423.47465,5.8,2101.0,21035.24229,0.166666667,34777.0,159677.6667,2022-12-01,12,4,2022,31,-2.4492935982947064e-16,1.0,3292.51,1666.88,2588.48,23569.67,3155.51,2515.956666666667,815.2379711675492,6625.919999999999,8419.778174177753,6049.674999999999,6083.981246363274,-0.1483118466586577,-0.21361047647428888,-0.5439055538485175,129.75,2.460656273146812,0.0647852949879616,32345.636451547623
2023-01-01,sector 76,3,110245,3252.78,98,516.0,50116.0,196.79,1921.0,8768.0,25.0,45642.89433,0.0,0.0,0.0,24.83333333,2902.833333,19529.21167,67276.3794,5.0,956.6,18890.20537,0.0,0.0,0.0,2023-01-01,1,1,2023,31,0.49999999999999994,0.8660254037844387,2403.94,3292.51,1666.88,5855.9,8515.09,2454.4433333333336,813.9908870702312,3098.2983333333336,1451.419018125611,5987.044166666667,6120.243808681094,0.16048589985157746,0.16542982789969973,0.01512863483177096,129.0,2.415328525715654,0.1665511902769869,32345.636451547623
2023-02-01,sector 76,4,113477,5140.5,113,512.0,49663.0,176.66,4112.0,17631.0,49.0,42876.94553,0.0,0.0,0.0,51.83333333,5880.833333,36808.80333,62591.13504,18.2,4182.0,21842.68254,0.0,0.0,0.0,2023-02-01,2,1,2023,28,0.8660254037844386,0.5000000000000001,3252.78,2403.94,3292.51,2782.08,10110.32,2983.0766666666673,501.9403124210893,2664.445,603.8561376934462,5548.518333333333,6111.157850227483,0.02931652229126036,0.017347725520431734,0.20033214157270085,102.4,2.6465120610922144,0.1396502978816649,32345.636451547623
2023-03-01,sector 76,22,99607,30817.26,141,777.0,86831.0,114.09,6244.0,36093.0,69.0,57804.29212,0.0,0.0,0.0,84.0,9500.0,57742.68333,60781.77193,14.6,3768.0,23476.63551,0.166666667,46430.66667,73985.36667,2023-03-01,3,1,2023,31,1.0,6.123233995736766e-17,5140.5,3252.78,2403.94,2588.48,4703.96,3599.0733333333337,1400.7603160189037,3057.515,1184.330814895081,5134.366666666667,5939.903107969071,-0.1222274117221992,0.04850577374498677,-0.17546604417072287,33.78260869565217,1.7231467283864321,0.5336905826371017,32345.636451547623
2023-04-01,sector 76,40,123431,79021.21,160,727.0,80025.0,44.49,5139.0,26531.0,59.0,51626.77564,0.0,0.0,0.0,81.16666667,9186.5,55776.20667,60715.40485,12.2,3065.4,22015.22551,0.0,0.0,0.0,2023-04-01,4,2,2023,30,0.8660254037844387,-0.49999999999999983,30817.26,5140.5,3252.78,1666.88,4031.79,13070.18,15398.376800637137,7762.311666666666,11354.1708282136,7310.474999999999,9490.22141989274,0.23917997731083163,0.11960633135289589,0.30482261406401956,17.73170731707317,2.390786712576641,1.4167294261887426,32345.636451547623
2023-05-01,sector 76,27,123614,54436.06,163,705.0,77023.0,31.01,3826.0,21920.0,42.0,57292.21119,0.0,0.0,0.0,77.33333333,9300.166667,62919.115,67653.74993,11.4,2976.6,22173.71871,0.0,0.0,0.0,2023-05-01,5,2,2023,31,0.49999999999999994,-0.8660254037844387,79021.21,30817.26,5140.5,3292.51,2323.91,38326.323333333334,37508.39041646593,20654.7,30620.190132766325,13559.593333333332,22671.105575494646,0.0014826097171698471,0.08933087762277814,0.1082282906887091,25.178571428571427,2.1575680160440314,0.8651614829375311,32345.636451547623
2023-06-01,sector 76,16,108024,25707.56,149,675.0,72895.0,25.69,5394.0,29763.0,57.0,55177.97553,0.0,0.0,0.0,68.66666667,8725.833333,64929.61667,74410.79171,11.8,2865.6,21884.83275,0.166666667,6359.073333,36425.33333,2023-06-01,6,2,2023,30,1.2246467991473532e-16,-1.0,54436.06,79021.21,30817.26,2403.94,23569.67,54758.17666666667,24103.589323186567,29178.625,31911.66268389521,17902.2725,25175.94072850367,-0.1261184008283851,0.08450209322637958,0.13710670638638311,39.705882352941174,1.957702167581363,0.3959235460623263,32345.636451547623
2023-07-01,sector 76,13,94786,17669.98,143,628.0,66497.0,21.45,3524.0,19971.0,39.0,56671.39614,0.0,0.0,0.0,60.16666667,8008.0,61991.20833,77411.59882,13.8,3325.0,21325.03848,0.166666667,32889.66667,75079.5,2023-07-01,7,3,2023,31,-0.4999999999999998,-0.8660254037844388,25707.56,54436.06,79021.21,3252.78,5855.9,53054.943333333336,26683.645394058014,33062.56166666667,29313.566236316194,18080.43,25227.204191675526,-0.12254684144264238,-0.23207298004553156,-0.14022404644201547,44.857142857142854,1.6725250113979035,0.2850354984280974,32345.636451547623
2023-08-01,sector 76,12,94757,15923.7,140,607.0,63564.0,19.24,3921.0,21702.0,43.0,55348.12548,0.0,0.0,0.0,46.0,5842.5,44896.45167,76844.58993,16.4,5691.56,22283.14149,0.166666667,22701.87333,113873.3333,2023-08-01,8,3,2023,31,-0.8660254037844384,-0.5000000000000004,17669.98,25707.56,54436.06,5140.5,2782.08,32604.533333333336,19329.054309824187,35465.42833333333,26870.398975446882,19064.93666666667,24935.60513798851,-0.00030595235583319447,-0.23344443186046893,-0.1649673502119372,46.69230769230769,1.7119873020259324,0.3546682363409068,32345.636451547623
2023-09-01,sector 76,16,128503,34056.45,166,596.0,61726.0,19.11,3796.0,22035.3,42.0,58048.73551,0.0,0.0,0.0,67.33333333,8937.833333,67717.415,75764.91133,15.8,3768.52,21373.18512,0.166666667,24494.0,71473.49167,2023-09-01,9,3,2023,30,-1.0,-1.8369701987210297e-16,15923.7,17669.98,25707.56,30817.26,2588.48,19767.080000000005,5218.17500975193,37262.628333333334,24710.281286502926,20160.071666666667,24439.11272404539,0.35613200080205165,0.18957824187217653,0.290100093366932,35.05882352941177,2.213670723406884,0.5029126863054901,32345.636451547623
2023-10-01,sector 76,22,131076,53465.45,185,577.0,58061.0,20.42,4594.0,24237.0,55.0,52757.94515,0.0,0.0,0.0,58.5,7681.833333,56939.25333,74121.95873,22.2,5406.8,23064.58493,0.166666667,23736.0,99643.66667,2023-10-01,10,4,2023,31,-0.8660254037844386,0.5000000000000001,34056.45,15923.7,17669.98,79021.21,1666.88,22550.04333333334,10003.020506008816,37802.49333333334,24576.32229416734,22782.402499999997,24067.710559272768,0.020022878843295455,0.38286244804085,0.06193743873095081,25.08695652173913,2.4844317798116555,0.9389745719980975,32345.636451547623
2023-11-01,sector 76,11,109168,17880.16,149,570.0,57085.0,23.97,4834.0,24220.0,53.0,50103.43401,0.0,0.0,0.0,40.33333333,5379.333333,41974.91167,78029.95105,25.4,5500.62,20025.55701,0.0,0.0,0.0,2023-11-01,11,4,2023,30,-0.5000000000000004,0.8660254037844384,53465.45,34056.45,15923.7,54436.06,3292.51,34481.86666666667,18774.49021334089,33543.2,17073.220066716178,27098.949999999997,24576.031806354455,-0.16713967469254476,0.15208375106852268,-0.1168637856553465,47.5,2.1788091644386585,0.42596239816225057,32345.636451547623
2023-12-01,sector 76,16,99399,19980.6,126,559.0,55733.0,24.02,4846.0,25668.8,57.0,52969.04664,0.0,0.0,0.0,53.0,6800.833333,50881.53833,74816.62296,25.8,5263.78,20050.96755,1.0,96718.59333,355030.0,2023-12-01,12,4,2023,31,-2.4492935982947064e-16,1.0,17880.16,53465.45,34056.45,25707.56,2403.94,35134.020000000004,17817.10088439473,27450.55,14446.945256071267,28314.587499999998,23634.14506411901,-0.08948592994284044,-0.22648498478634738,-0.07984336814041326,32.88235294117647,1.8765133562283758,0.39268088141388124,32345.636451547623
2024-01-01,sector 76,20,94732,25000.75,132,541.0,53322.0,21.77,3278.0,14514.0,39.0,44276.99817,0.0,0.0,0.0,29.5,3929.166667,29563.81667,75241.95122,19.6,4033.64,19548.51216,0.0,0.0,0.0,2024-01-01,1,1,2024,31,0.49999999999999994,0.8660254037844387,19980.6,17880.16,53465.45,17669.98,3252.78,30442.070000000007,19966.471446319687,26496.056666666667,14770.69348325754,29779.30916666667,22394.499570371976,-0.04695218261753131,-0.2772742531050688,-0.0005697043867237683,25.761904761904763,2.1394824498679452,0.8456250643816354,32345.636451547623
2024-02-01,sector 76,6,125648,12818.19,170,534.0,52339.0,22.37,2151.0,10866.0,23.0,50516.03905,0.0,0.0,0.0,21.66666667,3177.166667,24984.515,78637.72229,13.0,2293.0,17902.8732,0.333333333,56963.33333,121500.0,2024-02-01,2,1,2024,29,0.8660254037844386,0.5000000000000001,25000.75,19980.6,17880.16,15923.7,5140.5,20953.836666666673,3658.7009571749,27717.851666666666,14186.236600670974,31591.64,20881.512228779193,0.32635223578093986,0.15095998827495238,0.32600230062158997,76.28571428571429,2.487239995907876,0.5130248465961178,32345.636451547623
2024-03-01,sector 76,12,96207,14340.83,124,551.0,56507.0,26.33,3767.0,20275.0,39.0,53822.67056,0.0,0.0,0.0,41.5,5632.666667,41824.39667,74253.27849,25.6,4687.6,17702.41692,0.0,0.0,0.0,2024-03-01,3,1,2024,31,1.0,6.123233995736766e-17,12818.19,25000.75,19980.6,34056.45,30817.26,19266.51333333334,6122.5919236898735,27200.266666666666,14748.132649949512,32231.4475,20100.385470128836,-0.2343133197504138,-0.03211299912473964,-0.25132487179287644,42.38461538461539,1.7874477715664734,0.3428737356192538,32345.636451547623
2024-04-01,sector 76,18,105487,29918.2,158,538.0,54271.0,27.99,4181.0,20565.0,46.0,49186.79742,0.0,0.0,0.0,35.5,5012.333333,39239.09167,78285.08014,23.0,4282.6,18402.37195,0.333333333,10214.33333,48506.0,2024-04-01,4,2,2024,30,0.8660254037844387,-0.49999999999999983,14340.83,12818.19,25000.75,53465.45,79021.21,17386.590000000007,6637.8597847197,23914.329999999998,15107.022645923325,30858.411666666667,20757.76305161336,0.09645867764299898,0.11353080268547067,-0.19522261893863102,28.31578947368421,2.1445766131643955,0.7624396051774055,32345.636451547623
2024-05-01,sector 76,13,112627,23596.95,161,635.0,76138.0,37.78,4077.0,19365.8,50.0,47500.12264,0.0,0.0,0.0,42.66666667,5775.666667,43136.655,74686.88463,18.6,3536.2,18186.58712,0.0,0.0,0.0,2024-05-01,5,2,2024,31,0.49999999999999994,-0.8660254037844387,29918.2,14340.83,12818.19,17880.16,54436.06,19025.74000000001,9463.819090678937,19989.78833333333,6503.4800543137635,26766.494166666667,14206.385839202723,0.06768606558154078,-0.10363077804660636,0.03168510918950607,45.357142857142854,2.3710386984655907,0.5470151309801148,32345.636451547623
2024-06-01,sector 76,38,105098,68569.88,172,609.0,71352.0,25.78,5530.0,25799.5,61.0,46653.70705,0.0,0.0,0.0,75.5,9470.666667,65815.96,69494.53752,25.8,4751.74,18229.64782,0.0,0.0,0.0,2024-06-01,6,2,2024,30,1.2246467991473532e-16,-1.0,23596.95,29918.2,14340.83,19980.6,25707.56,22618.660000000007,7834.62842273322,20942.586666666666,6551.1892002129625,24196.56833333333,11221.82247428712,-0.06684897937439516,0.09241531281507576,0.057334580830793014,15.615384615384615,2.252677310509444,1.0418269090520134,32345.636451547623
2024-07-01,sector 76,20,88870,26288.85,148,610.0,71295.0,25.27,4235.0,16514.0,42.0,38994.09681,0.0,0.0,0.0,44.16666667,5571.5,38426.83167,68970.35209,24.0,4346.4,17632.45436,0.0,0.0,0.0,2024-07-01,7,3,2024,31,-0.4999999999999998,-0.8660254037844388,68569.88,23596.95,29918.2,25000.75,17669.98,40695.01000000001,24346.372081447782,29040.8,20437.894688271594,27768.428333333333,17052.943713419983,-0.15440826657024875,-0.15752651985552724,-0.06187982941350334,29.047619047619047,2.279004471588078,0.6841096376646015,32345.636451547623
2019-01-01,sector 77,52,42373,22793.39,103,365.0,45912.0,3.21,2191.0,6583.4,32.0,30047.46691,0.0,0.0,0.0,45.14285714,4589.142857,24675.96857,53770.32126,34.2,7167.26,22325.13082,0.0,0.0,0.0,2019-01-01,1,1,2019,31,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,6.886792452830188,1.4101551379281334,0.9236705851994363,71911.79562193148
2019-02-01,sector 77,17,43796,8444.39,113,361.0,45335.0,3.63,1230.0,2531.8,17.0,20583.73984,0.0,0.0,0.0,28.42857143,2843.714286,14849.15714,52217.47212,43.4,9985.34,24750.49574,0.0,0.0,0.0,2019-02-01,2,1,2019,28,0.8660254037844386,0.5000000000000001,22793.39,,,,,22793.39,,22793.39,,22793.39,,0.033582705968423276,,,20.055555555555557,2.127595507177418,0.5686397740030917,71911.79562193148
2019-03-01,sector 77,68,43889,29686.94,101,357.0,44934.0,6.07,1159.0,3538.8,16.0,30533.21829,0.0,0.0,0.0,61.0,6323.0,32534.63714,51454.43167,35.4,7909.76,24532.47317,0.0,0.0,0.0,2019-03-01,3,1,2019,31,1.0,6.123233995736766e-17,8444.39,22793.39,,,,15618.89,10146.27520324577,15618.89,10146.27520324577,15618.89,10146.27520324577,0.0021234815964927822,,,5.173913043478261,1.4373710040048318,0.9124437880917429,71911.79562193148
2019-04-01,sector 77,65,42936,29246.0,108,331.0,41875.0,5.78,1731.0,5125.6,23.0,29610.62969,0.0,0.0,0.0,55.85714286,5932.714286,30846.15857,51993.33237,51.2,13051.38,25041.98166,0.0,0.0,0.0,2019-04-01,4,2,2019,30,0.8660254037844387,-0.49999999999999983,29686.94,8444.39,22793.39,,,20308.24,10837.1334086787,20308.24,10837.1334086787,20308.24,10837.1334086787,-0.021713869078812453,0.013286762797064089,,5.015151515151516,1.4499708543396956,0.9480938068779798,71911.79562193148
2019-05-01,sector 77,21,42921,9965.47,111,323.0,40950.0,5.69,3520.0,11183.2,47.0,31770.45455,0.0,0.0,0.0,41.0,4245.0,22162.31857,52208.05317,60.8,14627.2,24552.16866,0.0,0.0,0.0,2019-05-01,5,2,2019,31,0.49999999999999994,-0.8660254037844387,29246.0,29686.94,8444.39,,,22459.11,12139.105796132597,22542.68,9912.947533372706,22542.68,9912.947533372706,-0.0003493571827837272,-0.019978993515389565,,14.681818181818182,1.3509296507798696,0.4496379893888788,71911.79562193148
2019-06-01,sector 77,37,42608,17007.14,111,308.0,39195.0,8.4,4282.0,12405.4,59.0,28971.04157,0.0,0.0,0.0,66.57142857,6771.428571,33672.02286,49726.61603,85.8,21772.34,23981.51738,0.0,0.0,0.0,2019-06-01,6,2,2019,30,1.2246467991473532e-16,-1.0,9965.47,29246.0,29686.94,,,22966.13666666667,11261.065995465675,20027.238,10263.388274657156,20027.238,10263.388274657156,-0.007292467556673898,-0.029187267880334433,,8.105263157894736,1.4706592180276234,0.5050672186666879,71911.79562193148
2019-07-01,sector 77,87,43691,41003.56,109,233.0,32411.0,6.04,3922.0,10422.62,56.0,26574.75778,0.0,0.0,0.0,36.85714286,4117.714286,22959.14429,55757.01152,86.2,18404.122,21879.9748,0.0,0.0,0.0,2019-07-01,7,3,2019,31,-0.4999999999999998,-0.8660254037844388,17007.14,9965.47,29246.0,22793.39,,18739.536666666663,9756.311184470967,19523.888333333332,9262.282462908193,19523.888333333332,9262.282462908193,0.025417761922643667,0.017584311533445085,0.031104712906803833,2.647727272727273,1.6440170911280785,1.785858114918667,71911.79562193148
2019-08-01,sector 77,68,42894,29885.72,104,213.0,30176.0,4.83,2312.0,7716.0,31.0,33373.70242,0.0,0.0,0.0,34.71428571,4035.571429,22307.77286,55277.85408,62.4,14174.4,23744.30448,0.0,0.0,0.0,2019-08-01,8,3,2019,31,-0.8660254037844384,-0.5000000000000004,41003.56,17007.14,9965.47,8444.39,,22658.72333333333,16272.555218595306,22558.916666666668,12840.308827813551,22592.412857142856,11721.879668300804,-0.018241743150763323,-0.0006290626965821389,-0.02059548817243584,3.0869565217391304,1.2852249425389783,1.3396397994434555,71911.79562193148
2019-09-01,sector 77,46,43989,20697.39,109,202.0,28545.0,4.76,7359.0,20478.0,101.0,27827.15043,0.0,0.0,0.0,38.0,4631.142857,27056.66,58423.28953,65.0,13423.4,21353.75903,0.142857143,11942.39571,50778.57143,2019-09-01,9,3,2019,30,-1.0,-1.8369701987210297e-16,29885.72,41003.56,17007.14,29686.94,,29298.806666666667,12008.971381835057,26132.471666666665,10974.589431967674,23504.07625,11154.48702600878,0.025528045880542694,0.03241175366128424,0.002278475244366529,4.297872340425532,1.5807374662089606,0.7649364357449979,71911.79562193148
2019-10-01,sector 77,30,43653,14308.99,109,200.0,28322.0,5.29,3501.0,9066.0,50.0,25895.45844,0.0,0.0,0.0,25.0,3133.714286,19700.96857,62867.78811,60.4,12805.2,22110.71589,0.142857143,21023.57143,72800.28571,2019-10-01,10,4,2019,31,-0.8660254037844386,0.5000000000000001,20697.39,29885.72,41003.56,29246.0,,30528.89,10168.352165119977,24634.213333333333,11005.86448573244,23192.222222222223,10475.926432707249,-0.007638273204664814,-0.000869744340939782,0.016699273337059894,6.451612903225806,1.6856745141865817,0.7262720955604488,71911.79562193148
2019-11-01,sector 77,82,42407,39703.75,114,164.0,24023.0,3.68,6039.0,16263.0,84.0,26929.95529,0.0,0.0,0.0,21.71428571,2665.714286,15841.17857,59425.64309,76.4,15789.6,23258.99302,0.0,0.0,0.0,2019-11-01,11,4,2019,30,-0.5000000000000004,0.8660254037844384,14308.99,20697.39,29885.72,9965.47,,21630.7,7830.193486772856,22144.711666666666,11435.044509977939,22303.898999999998,10268.511253289998,-0.028543284539435998,-0.011353569263766516,-0.011975489853451649,1.9759036144578312,1.5746563589501246,2.506205180339663,71911.79562193148
2019-12-01,sector 77,50,41524,24181.73,116,138.0,20796.0,3.06,7308.0,22176.0,93.0,30344.82759,0.0,0.0,0.0,30.28571429,3679.142857,22384.4,60841.34503,84.0,18543.8,24010.51378,0.0,0.0,0.0,2019-12-01,12,4,2019,31,-2.4492935982947064e-16,1.0,39703.75,14308.99,20697.39,17007.14,,24903.376666666667,13209.511790544471,27101.091666666664,11544.634235140433,23885.703636363636,11064.41394773738,-0.020822034098144204,-0.056036736456841485,-0.025441231693578703,2.7058823529411766,1.368359451619754,1.0802456065113868,71911.79562193148
2020-01-01,sector 77,25,41972,12350.3,118,129.0,19625.0,3.46,2990.0,7163.0,43.0,23956.52174,0.0,0.0,0.0,34.71428571,3726.285714,18233.98,48933.39212,48.4,9365.4,22469.76967,0.0,0.0,0.0,2020-01-01,1,1,2020,31,0.49999999999999994,0.8660254037844387,24181.73,39703.75,14308.99,41003.56,22793.39,26064.823333333334,12801.679157084567,28296.85666666667,10624.957287409045,23910.372499999998,10549.850878062103,0.010788941335131419,-0.03850823540191972,-0.03934448742303909,4.961538461538462,1.7519341297277269,0.6772861829297318,71911.79562193148
2020-02-01,sector 77,12,42551,6205.98,122,124.0,19007.0,4.03,311.0,1135.0,4.0,36495.17685,0.0,0.0,0.0,6.857142857,739.5714286,3687.327143,49857.62024,5.0,1099.0,20179.94859,0.0,0.0,0.0,2020-02-01,2,1,2020,29,0.8660254037844386,0.5000000000000001,12350.3,24181.73,39703.75,29885.72,8444.39,25411.926666666666,13718.157478489355,23521.313333333335,10202.412086824694,23040.115,11068.351022570041,0.013794910892976242,0.003395665809889925,-0.007996456380845784,9.538461538461538,1.165902943064021,1.6826002031241185,71911.79562193148
2020-03-01,sector 77,17,43047,8849.62,128,118.0,18182.0,4.35,4326.0,12681.0,58.0,29313.45354,0.0,0.0,0.0,29.14285714,3117.714286,15882.67857,50943.34219,46.8,10039.8,23959.04926,0.142857143,7071.428571,33671.57143,2020-03-01,3,1,2020,31,1.0,6.123233995736766e-17,6205.98,12350.3,24181.73,20697.39,29686.94,14246.003333333332,9136.583899994203,19574.69,11715.853735527768,22853.58083333333,11351.92298858212,0.01165660031491611,0.03667758404777954,-0.02141444452022101,6.555555555555555,1.4684565052956469,0.5571517933329723,71911.79562193148
2020-04-01,sector 77,26,43081,12082.61,112,111.0,17270.0,4.17,5565.0,16764.0,70.0,30123.98922,0.0,0.0,0.0,32.85714286,4017.857143,23788.97286,59208.11022,60.0,14587.0,25396.96358,0.0,0.0,0.0,2020-04-01,4,2,2020,30,0.8660254037844387,-0.49999999999999983,8849.62,6205.98,12350.3,14308.99,29246.0,9135.300000000001,3082.105913559731,17600.06166666667,12463.369308878582,21117.1375,11796.613562790826,0.0007898343670871277,0.0264223768226437,-0.0131033376858406,4.111111111111111,1.4300752005381132,0.5078866659959695,71911.79562193148
2020-05-01,sector 77,40,44848,20601.12,115,109.0,16997.0,5.08,5388.0,15487.0,77.0,28743.50408,0.0,0.0,0.0,32.71428571,3573.142857,20901.39857,58495.838,85.4,19116.8,23537.63944,0.0,0.0,0.0,2020-05-01,5,2,2020,31,0.49999999999999994,-0.8660254037844387,12082.61,8849.62,6205.98,39703.75,9965.47,9046.07,2943.2362275393166,17228.998333333333,12613.190435748465,19686.855,11761.867478094005,0.04101576100833304,0.05398228008742456,0.05756125168014714,2.658536585365854,1.5602286918981696,0.9855864115789845,71911.79562193148
2020-06-01,sector 77,32,45726,14200.95,104,108.0,16828.0,5.71,6385.0,19130.0,89.0,29960.84573,1.0,448984.0,683900.0,32.57142857,4068.285714,26766.28143,65792.53108,116.8,25584.4,23731.4485,0.0,0.0,0.0,2020-06-01,6,2,2020,30,1.2246467991473532e-16,-1.0,20601.12,12082.61,8849.62,24181.73,17007.14,13844.450000000003,6070.625849259689,14045.226666666667,6941.198668039015,20573.159166666665,11356.45961779419,0.01957723867285055,0.06223430204195424,0.10119448993353242,3.272727272727273,1.5261409598079523,0.5305338921749441,71911.79562193148
2020-07-01,sector 77,63,45933,26937.41,105,99.0,15070.0,4.08,6518.0,23067.0,83.0,35389.69009,0.0,0.0,0.0,30.71428571,3416.571429,23532.99286,68878.97224,113.8,28959.6,27840.4153,0.0,0.0,0.0,2020-07-01,7,3,2020,31,-0.4999999999999998,-0.8660254037844388,14200.95,20601.12,12082.61,12350.3,41003.56,15628.226666666667,4434.985024488051,12381.763333333334,4931.005639983248,20339.31,11464.939667328072,0.004526964965227753,0.06620087741695868,0.09437243876870305,1.546875,1.297883705663565,1.1446170720050095,71911.79562193148
2020-08-01,sector 77,50,46990,22439.06,102,94.0,14003.0,3.21,10915.0,35858.0,147.0,32852.03848,0.0,0.0,0.0,32.42857143,3741.428571,23786.22143,63575.23864,164.6,37357.0,24725.65294,0.0,0.0,0.0,2020-08-01,8,3,2020,31,-0.8660254037844384,-0.5000000000000004,26937.41,14200.95,20601.12,6205.98,29885.72,20579.826666666664,6368.25669924143,14812.948333333334,7719.792484592872,19167.130833333333,9751.125365788168,0.02301177802451404,0.04776132714948278,0.10432187257643766,1.8431372549019607,1.4303091030257726,0.9433241316575242,71911.79562193148
2020-09-01,sector 77,63,46672,31559.8,113,90.0,13144.0,2.51,9796.0,32297.0,129.0,32969.57942,0.0,0.0,0.0,37.28571429,4905.714286,32455.55714,66158.67793,141.2,31835.6,24618.83477,0.0,0.0,0.0,2020-09-01,9,3,2020,30,-1.0,-1.8369701987210297e-16,22439.06,26937.41,14200.95,8849.62,20697.39,21192.473333333335,6459.089492415582,17518.461666666666,6901.229468816158,18546.575833333332,9230.016298341228,-0.00676739731857845,0.020688448585050034,0.08421028178502565,1.40625,1.4155650528752521,0.9723705402229855,71911.79562193148
2020-10-01,sector 77,69,45770,34640.94,111,85.0,12533.0,2.08,5922.0,18722.0,75.0,31614.31949,0.0,0.0,0.0,24.28571429,3200.0,21472.49571,67101.54911,72.0,15860.2,24509.65848,0.0,0.0,0.0,2020-10-01,10,4,2020,31,-0.8660254037844386,0.5000000000000001,31559.8,22439.06,26937.41,12082.61,14308.99,26978.756666666668,4560.5105741609095,21303.491666666665,7405.221058824412,19451.77666666667,9963.618129759832,-0.01932636270140553,-0.003548646942285516,0.062417306933451044,1.2142857142857142,1.447715877566164,1.6131951903791824,71911.79562193148
2020-11-01,sector 77,56,45405,27512.69,108,85.0,12533.0,2.0,8726.0,29853.0,113.0,34211.55168,0.0,0.0,0.0,34.0,4379.428571,27678.13,63200.32294,128.2,28342.0,24864.89332,0.0,0.0,0.0,2020-11-01,11,4,2020,30,-0.5000000000000004,0.8660254037844384,34640.94,31559.8,22439.06,20601.12,39703.75,29546.600000000006,6345.171358095869,25063.213333333333,7513.139449246669,21146.105833333335,10710.334689448708,-0.007974655888136284,-0.03373058097467552,0.012419728861933654,1.4912280701754386,1.3271445060481384,0.9939868052211178,71911.79562193148
2020-12-01,sector 77,73,45937,35815.34,110,947.0,107704.0,15.23,8396.0,26816.0,113.0,31939.01858,2.0,189958.0,527994.0,45.28571429,5529.571429,36657.45714,66293.48697,134.8,30113.0,24466.996,0.0,0.0,0.0,2020-12-01,12,4,2020,31,-2.4492935982947064e-16,1.0,27512.69,34640.94,31559.8,14200.95,24181.73,31237.81,3575.016809149326,26215.141666666666,7216.153374665517,20130.184166666666,9271.589231729231,0.011716771280696037,-0.015748200205690788,0.00461444254909682,12.797297297297296,1.4382270907245038,0.9770007467368278,71911.79562193148
2021-01-01,sector 77,49,46350,22554.75,99,1241.0,127079.0,19.13,9140.0,29136.0,130.0,31877.46171,0.0,0.0,0.0,51.0,6443.0,46112.48429,71569.89645,110.0,27933.8,27337.30011,0.0,0.0,0.0,2021-01-01,1,1,2021,31,0.49999999999999994,0.8660254037844387,35815.34,27512.69,34640.94,26937.41,12350.3,32656.323333333334,4493.053164701433,29817.539999999997,5105.364076290726,21099.65166666667,10286.428476283985,0.008990574047064381,0.012672055931833182,0.00907844033701255,24.82,1.4539597431534912,0.4891139836269353,71911.79562193148
2021-02-01,sector 77,26,48310,10778.56,93,1512.0,146569.0,23.69,5714.0,17440.0,87.0,30521.52608,0.0,0.0,0.0,33.28571429,4020.0,28945.40429,72003.49325,68.0,16622.4,27291.89242,0.142857143,6309.285714,31553.28571,2021-02-01,2,1,2021,28,0.8660254037844386,0.5000000000000001,22554.75,35815.34,27512.69,22439.06,6205.98,28627.593333333334,6700.229016163066,29087.096666666668,5857.907420663673,21950.022500000003,9912.367429801221,0.04228694714131609,0.06397973791432654,0.0280910832091934,56.0,1.5827654589721298,0.3723626565847291,71911.79562193148
